"","PVal","AvgMeth","PValClone"
"AMPL388710",1.86531426588801e-10,0.388980914656104,5.39629160308163e-16
"AMPL388618",1.58900259443731e-05,0.9731364782139,0.232296756544315
"AMPL365753",2.08296920494351e-06,0.662009362621534,7.36395775823772e-123
"AMPL376897",0.001814923229371,0.891321570039611,0
"AMPL388620",0.0034605066492602,0.656679870363702,0
"AMPL376501",0.000598171839173292,0.990133237306446,1
"AMPL390524",0.115729315952959,0.825423118473173,3.94333640721245e-58
"AMPL376938",1.41735415863811e-10,0.880014404033129,3.59324772616794e-65
"AMPL376318",2.72030458180754e-10,0.391573640619373,2.06644225578794e-63
"AMPL376298",0.0015269293698609,0.801008282319049,6.19214708573804e-278
"AMPL376389",3.58570899447127e-13,0.851062297443284,2.48445747857947e-06
"AMPL388818",1.06554434438511e-19,0.28995318689233,1.66604195034364e-14
"AMPL371802",4.30810712126662e-11,0.717464890169247,3.8495637566542e-137
"AMPL388428",6.38909030944301e-06,0.0474612891609651,1.13808442952148e-100
"AMPL390606",7.72517192203158e-07,0.948073460568959,3.88415614044909e-13
"AMPL388351",5.86905299310653e-08,0.640331292761973,0.0100719525804976
"AMPL371757",2.01127304088411e-05,0.794670507742168,2.34183585356772e-184
"AMPL388260",0.0451239609599057,0.767879006121714,2.60811626084131e-103
"AMPL388402",0.000121308905431364,0.908822470291682,1
"AMPL388730",0.151152760418155,0.935109830752611,3.35675953018995e-14
"AMPL388354",1.12763696965868e-26,0.804249189773137,8.84405082960937e-09
"AMPL388447",1.34584177359548e-05,0.969895570759813,0.118081823403742
"AMPL390547",7.49934321431535e-07,0.437306445804825,6.72296097065646e-45
"AMPL388634",0.0106584289097462,0.515808426359381,0
"AMPL390256",2.62935540284223e-08,0.477493698235506,2.88495792831715e-161
"AMPL388671",3.8705906363765e-28,0.119841555635578,1
"AMPL390079",0.00130384929459583,0.681166726683471,0
"AMPL376650",1.92444865123244e-24,0.0679150162045373,2.61251602573959e-08
"AMPL388631",0.0171179683315441,0.866546633057256,6.90412191645708e-153
"AMPL388478",0.0208266488353718,0.772488296723083,3.77290824975143e-133
"AMPL388530",0.0503114228119182,0.689593086064098,5.03549094369834e-39
"AMPL388514",1.07717286383068e-07,0.888080662585524,0
"AMPL376689",2.0205000125519e-26,0.176089305005402,5.98918836011777e-13
"AMPL371322",1.99177129661637e-16,0.506085703997119,0
"AMPL366150",0.0481712889661352,0.955995678790061,0.158525461505061
"AMPL390130",0.000172496350873987,0.856679870363702,0
"AMPL376310",0.0400490355462661,0.760965070219662,0
"AMPL388450",0.0029133808065401,0.811667266834714,0
"AMPL388761",0.0003946388770822,0.767590925459129,1.20179332665607e-32
"AMPL388758",9.65926984602126e-06,0.78329132157004,9.47642408991688e-20
"AMPL388232",2.02398184883221e-38,0.65970471732085,5.25718192958098e-16
"AMPL366102",2.05336505287915e-08,0.362837594526467,1
"AMPL388796",0.00816110115194604,0.70666186532229,0
"AMPL388861",0.0138977991071407,0.673676629456248,6.46059102020457e-47
"AMPL376698",5.12262757676175e-09,0.798631616852719,1.33921607247726e-124
"AMPL388801",1.90970106802666e-09,0.384587684551674,5.10460231722894e-54
"AMPL388346",3.33157726232028e-13,0.917680950666186,3.69807565122966e-19
"AMPL388246",8.81849342797061e-58,0.766438602808787,4.03586263718915e-11
"AMPL388335",3.86033786612399e-76,0.591933741447605,1.81399657793616e-19
"AMPL388203",5.06085065222487e-32,0.0603528988116673,1.68774280855392e-16
"AMPL388780",0.000884694935261265,0.926467410875045,4.784429882123e-42
"AMPL376517",4.58092423618915e-20,0.241627655743608,1.93908654934964e-184
"AMPL388186",6.73187748381941e-21,0.923082463089665,0.568639657567098
"AMPL389962",0.0445447453783715,0.158444364422038,3.53277233968403e-08
"AMPL390347",0.00316728817354666,0.995894850558156,1
"AMPL388535",0.137180987605697,0.983435361901332,1
"AMPL390499",0.0096047999605305,0.964494058336334,2.15292502045006e-11
"AMPL388355",0.000100796237172865,0.817572920417717,6.33946148679422e-23
"AMPL388466",8.27706102269748e-13,0.23622614332013,7.33865963690923e-06
"AMPL371208",2.68393392707105e-14,0.166438602808786,0.0401776366746858
"AMPL376470",1.66063120562043e-13,0.549369823550594,3.08477400792838e-17
"AMPL390220",0.000430257731566196,0.927979834353619,7.45056821802843e-25
"AMPL365733",9.06038232776715e-25,0.291609650702197,1.47630932310807e-77
"AMPL390037",2.25339659908888e-15,0.663449765934462,7.4210159883544e-39
"AMPL388527",0.0216594648277186,0.999567879006122,1
"AMPL371607",9.34524283152026e-24,0.760172848397551,1.32199661587215e-16
"AMPL366035",3.70839589535608e-07,0.673964710118833,1.55422656310764e-50
"AMPL388561",4.35302879372333e-16,0.792293842275837,1
"AMPL388770",6.07035610533655e-57,0.391717680950666,2.83438863043226e-20
"AMPL371584",4.09477636381716e-06,0.576089305005402,1.45753380338792e-32
"AMPL376449",0.00638612341885463,0.711271155923659,0
"AMPL388341",2.24809431283805e-34,0.485415916456608,7.53869459401209e-17
"AMPL376728",4.98330095547977e-11,0.767590925459129,1.56306006309682e-188
"AMPL388743",0.000883635801190372,0.527475693194094,1.83065926700465e-08
"AMPL389965",0.000468816377876954,0.647101188332733,5.17653630456586e-205
"AMPL390408",1.14866810217025e-10,0.820453727043572,1.29542283254258e-173
"AMPL388704",4.51585828263166e-21,0.900972272236226,8.29051060796286e-93
"AMPL376635",3.22573339741608e-12,0.111415196254951,1.08841865655629e-19
"AMPL376822",0.0868790438280229,0.705365502340655,0
"AMPL388622",2.59303007999146e-08,0.989124954987396,1.18693119142764e-54
"AMPL388484",0.0747419446581847,0.869715520345697,0
"AMPL365968",1.84699164231427e-14,0.641915736406194,2.89538268217657e-06
"AMPL388258",2.63791418600439e-06,0.642491897731365,3.21971435739596e-16
"AMPL388686",7.32246198310038e-06,0.931580842635938,5.08806383095567e-265
"AMPL388512",9.54013721586346e-05,0.9074540871444,1.49773116618139e-292
"AMPL388458",0.158996521237479,0.682895210658985,0
"AMPL366136",9.50864457237758e-30,0.149297803384948,1
"AMPL388455",2.31108597637793e-23,0.424414836154123,2.34895480934761e-12
"AMPL376502",0.031663850673906,0.955131436802305,1.63344784737982e-34
"AMPL388549",2.13341770725339e-15,0.767879006121714,3.30517613919613e-71
"AMPL376366",3.02699900550737e-06,0.853583003240907,1.21393543673363e-175
"AMPL371643",0.00238478912473262,0.518113071660065,5.48347017496605e-144
"AMPL388299",8.3604214492463e-06,0.532589124954987,5.43460147588962e-207
"AMPL376820",0.0651217788322241,0.583795462729564,0
"AMPL388421",7.97285554330609e-21,0.317897011163126,2.65899095417626e-10
"AMPL388285",2.15376894003045e-06,0.571119913575801,6.98696819881944e-97
"AMPL388552",3.97984798212009e-07,0.753402952826791,4.36780100631617e-113
"AMPL388638",7.22387791133972e-07,0.404825351098308,0
"AMPL388473",1.00754994356415e-05,0.952610731004681,7.72947791898925e-26
"AMPL388347",9.82274836179885e-05,0.921209938782859,1
"AMPL390420",0.00579340587862526,0.844652502700756,0
"AMPL376955",1.06794670764993e-31,0.859416636658264,1.95386000353879e-44
"AMPL388551",4.76012668478956e-06,0.676557436082103,1.6605608231126e-21
"AMPL388678",1.08243287693164e-19,0.17551314368023,0.360072161751625
"AMPL388395",0.0141615397326359,0.79063737846597,1.72852084665348e-111
"AMPL376948",0.000375764631153879,0.944544472452287,1
"AMPL388262",4.85675167115999e-11,0.731580842635938,2.02826594880563e-47
"AMPL376497",3.86633493337445e-13,0.948145480734606,1
"AMPL376696",1.07645941229921e-08,0.935469931580843,1.34341685709511e-06
"AMPL390052",0.000422210503164302,0.840619373424559,1.96217270386208e-290
"AMPL388462",0.0092606363615172,0.825207057976233,0
"AMPL388705",7.47037713435698e-19,0.867915016204537,1.49694232700909e-26
"AMPL388399",1.38208089232139e-06,0.940655383507382,2.78427996335908e-17
"AMPL365899",0.0462926479689193,0.996975153042852,1
"AMPL388227",0.0958939792813083,0.994814548073461,1
"AMPL390407",0.00018818304349133,0.817140799423839,5.53126490001934e-249
"AMPL376300",1.69540373270255e-15,0.652070579762333,5.79704092173077e-96
"AMPL371550",0.00914483865334895,0.985451926539431,1
"AMPL388498",0.000597977098599151,0.99085343896291,1.39959780429027e-21
"AMPL388576",2.51625140779269e-54,0.563413755851638,2.88959878694659e-31
"AMPL388583",9.07377082167125e-07,0.944184371624055,3.23413019650565e-68
"AMPL388659",2.21036175660575e-68,0.802160604969391,1.4667178770753e-10
"AMPL388750",1.54112726087565e-08,0.807418077061577,5.32785788386517e-23
"AMPL388196",7.84204722376962e-09,0.53791861721282,2.26918988113398e-63
"AMPL365903",6.07348715863233e-34,0.818149081742888,8.12597175486156e-18
"AMPL388787",9.30897789762054e-05,0.712567518905293,1.8645446081998e-306
"AMPL371416",1.97322124880249e-12,0.162117392870004,1.04773852601196e-170
"AMPL388764",0.000388634680667115,0.458048253510983,2.89384201590896e-40
"AMPL388516",0.0369378914418112,0.967518905293482,0
"AMPL388340",6.84020795271924e-09,0.853006841915736,2.44488458118947e-84
"AMPL388669",8.08965928341036e-08,0.836658264314008,1.81358601961149e-13
"AMPL390342",7.33258935024323e-06,0.809722722362261,0
"AMPL390501",0.0157314266435288,0.843212099387829,1.16725500417649e-44
"AMPL371192",1.28822255265886e-07,0.977529708318329,1.44293913839404e-06
"AMPL371350",2.66460999130833e-24,0.873676629456248,4.65953350546022e-27
"AMPL371563",3.45109451925477e-47,0.559236586244148,8.44555580779322e-49
"AMPL388267",0.0245419811675882,0.652430680590565,4.68165498462412e-152
"AMPL388519",1.44621158967835e-08,0.594742527907814,0
"AMPL371481",2.38264304452662e-22,0.816204537270436,0.000123131964318164
"AMPL388523",1.96097098746341e-50,0.305365502340655,7.69187570590621e-30
