"","PVal","AvgMeth","PValClone"
"AMPL388484",0.0747419446582224,0.869715520345697,0
"AMPL365968",1.84699164230961e-14,0.641915736406197,2.89538268217657e-06
"AMPL388258",2.637914186007e-06,0.642491897731365,3.21971435739589e-16
"AMPL388686",7.32246198310478e-06,0.931580842635944,5.08806383095567e-265
"AMPL388512",9.54013721583866e-05,0.9074540871444,1.49773116618156e-292
"AMPL388458",0.158996521237473,0.682895210658985,0
"AMPL366136",9.50864457230083e-30,0.149297803384948,1
"AMPL388455",2.31108597639126e-23,0.424414836154123,2.34895480934761e-12
"AMPL376502",0.0316638506739188,0.955131436802305,1.63344784737982e-34
"AMPL388549",2.13341770725574e-15,0.767879006121711,3.30517613919647e-71
"AMPL376366",3.02699900550939e-06,0.853583003240907,1.2139354367335e-175
"AMPL371643",0.00238478912472746,0.518113071660065,5.48347017496692e-144
"AMPL388299",8.36042144923458e-06,0.532589124954982,5.43460147588844e-207
"AMPL376820",0.0651217788321384,0.583795462729562,0
"AMPL388421",7.97285554331753e-21,0.317897011163126,2.65899095417626e-10
"AMPL388285",2.15376894003293e-06,0.571119913575802,6.98696819881981e-97
"AMPL388552",3.97984798211966e-07,0.753402952826787,4.36780100631502e-113
"AMPL388638",7.2238779113321e-07,0.404825351098308,0
"AMPL388473",1.00754994356335e-05,0.95261073100468,7.72947791898909e-26
"AMPL388347",9.82274836180778e-05,0.921209938782857,1
"AMPL390420",0.00579340587862579,0.844652502700756,0
"AMPL376955",1.06794670764966e-31,0.859416636658262,1.95386000353856e-44
"AMPL388551",4.76012668478229e-06,0.676557436082102,1.6605608231126e-21
"AMPL388678",1.08243287692983e-19,0.175513143680229,0.360072161751623
"AMPL388395",0.0141615397326256,0.79063737846597,1.72852084665357e-111
"AMPL376948",0.000375764631154072,0.944544472452283,1
"AMPL388262",4.85675167115733e-11,0.73158084263594,2.02826594880548e-47
"AMPL376497",3.86633493338735e-13,0.948145480734607,1
"AMPL376696",1.07645941230346e-08,0.935469931580843,1.34341685709513e-06
"AMPL390052",0.000422210503164507,0.840619373424567,1.96217270386208e-290
"AMPL388462",0.00926063636151064,0.825207057976236,0
"AMPL388705",7.47037713431128e-19,0.867915016204539,1.49694232700909e-26
"AMPL388399",1.38208089231679e-06,0.940655383507382,2.78427996335914e-17
"AMPL365899",0.0462926479689244,0.996975153042852,1
"AMPL388227",0.0958939792812638,0.994814548073461,1
"AMPL390407",0.000188183043491366,0.817140799423838,5.53126490001995e-249
"AMPL376300",1.69540373270631e-15,0.652070579762333,5.79704092173046e-96
"AMPL371550",0.00914483865335901,0.985451926539431,1
"AMPL388498",0.000597977098598567,0.990853438962909,1.39959780429029e-21
"AMPL388576",2.51625140780728e-54,0.563413755851638,2.88959878694659e-31
"AMPL388583",9.0737708216871e-07,0.944184371624052,3.23413019650581e-68
"AMPL388659",2.21036175655166e-68,0.802160604969393,1.46671787707534e-10
"AMPL388750",1.54112726086852e-08,0.807418077061576,5.32785788386512e-23
"AMPL388196",7.84204722377344e-09,0.537918617212816,2.26918988113404e-63
"AMPL365903",6.07348715861912e-34,0.818149081742888,8.1259717548613e-18
"AMPL388787",9.30897789761102e-05,0.712567518905289,1.86454460820043e-306
"AMPL371416",1.97322124880437e-12,0.162117392870005,1.0477385260123e-170
"AMPL388764",0.00038863468066673,0.458048253510985,2.89384201590875e-40
"AMPL388516",0.0369378914418151,0.967518905293482,0
"AMPL388340",6.84020795271265e-09,0.853006841915737,2.44488458118985e-84
"AMPL388669",8.08965928337828e-08,0.836658264314016,1.81358601961151e-13
"AMPL390342",7.33258935023819e-06,0.809722722362258,0
"AMPL390501",0.0157314266435279,0.843212099387828,1.16725500417652e-44
"AMPL371192",1.28822255266044e-07,0.977529708318329,1.44293913839401e-06
"AMPL371350",2.66460999128708e-24,0.873676629456251,4.65953350546012e-27
"AMPL371563",3.4510945193299e-47,0.559236586244148,8.44555580779364e-49
"AMPL388267",0.0245419811675554,0.652430680590572,4.68165498462387e-152
"AMPL388519",1.44621158967905e-08,0.594742527907816,0
"AMPL371481",2.38264304451292e-22,0.816204537270435,0.000123131964318162
